,max_r2,min_r2,avg_r2,max_mape,min_mape,avg_mape,max_mse,min_mse,avg_mse,parameter,model
0,0.01470424136848428,-0.027937860701137004,-0.0066168096663263625,0.005111346513743811,0.00425751078392963,0.0046844286488367205,0.08036111502433282,0.052651532832886795,0.0665063239286098,Температура_dinam_fact,Fedot
0,0.7452848626551639,-0.1319123802771457,0.3066862411890091,0.4485772930467256,0.3669375604809096,0.4077574267638176,96.07624245273155,-40.980501430275105,27.547870511228222,Лимфоциты#_dinam_fact,Fedot
0,0.18579240304095854,-0.13547072245472522,0.02516084029311666,0.933767074091051,0.5033833282136749,0.718575201152363,10992.431099276155,2521.5373907984813,6756.984245037318,АСТ_dinam_fact,Fedot
0,0.036800303839375076,-0.007413499575394767,0.014693402131990154,2.394082504997467,0.9071428603361283,1.6506126826667977,312.2266936099575,199.19898652252203,255.71284006623978,ЧСС_dinam_fact,Fedot
0,0.13321145511784666,0.060168821277616025,0.09669013819773134,0.07850307156663357,0.06672942662062152,0.07261624909362754,7.997468767570751,2.3957791211669672,5.196623944368859,ЧДД_dinam_fact,Fedot
0,0.5666748354161343,0.23679555755644296,0.40173519648628864,0.5357831612413709,0.3402494826352769,0.4380163219383239,50.63116801853243,14.726126388100404,32.678647203316416,Билирубин общий_dinam_fact,Fedot
0,0.8912580995713246,0.44141973731149214,0.6663389184414084,0.1048808266029099,0.04480286461038018,0.07484184560664504,1.4176569894279147,0.32006556261670494,0.8688612760223098,MPV- Средн.объем тромбоцитов_dinam_fact,Fedot
0,0.37986554241594644,0.23779395847378265,0.30882975044486455,0.3737731587448649,0.28776673326617846,0.3307699460055217,0.008871498772179215,0.0063412636674190954,0.007606381219799155,PCT- Тромбокрит_dinam_fact,Fedot
0,0.43329992309103316,0.34118487989446467,0.3872424014927489,0.4932056795009239,0.4256186989885838,0.45941218924475385,112.18887692482474,83.0916580290828,97.64026747695377,Лимфоциты%_dinam_fact,Fedot
0,0.9790566342504128,0.8828120737417067,0.9309343539960597,56444137330931.875,22256352149511.793,39350244740221.836,0.025954313317657324,0.004903635115360698,0.01542897421650901,снижение_сознания_dinam_fact,Fedot
0,0.050033627739214825,-0.0770077950782165,-0.01348708366950084,57559131597396.37,8808770213755.383,33183950905575.875,2.0579289040582074,1.4801130830573508,1.769020993557779,Cтепень тяжести по КТ_dinam_fact,Fedot
0,0.30138338892650796,0.076576980359248,0.18898018464287797,0.29271286319883794,0.21006119298207726,0.2513870280904576,36912.07352162965,11281.27330893805,24096.67341528385,Лактатдегидрогеназа_dinam_fact,Fedot
0,0.739485518659652,0.43157051187463213,0.585528015267142,0.10551614375876323,0.09358185039235523,0.09954899707555923,5.371836127563917,2.640996250977029,4.006416189270473,PDW- Индекс расп.по объему тр._dinam_fact,Fedot
