,right_r2,left_r2,mean_r2,right_mape,left_mape,mean_mape,right_mse,left_mse,mean_mse,parameter,model,window
0,0.4053688911016565,-0.0432531591620601,0.18105786596979823,1.0,3.209494453142437,5.0593231014092535,0.368471561049594,0.15450076706755497,0.2614861640585745,Температура_dinam_fact,LSTM on windows,1
1,1.0,-0.06119536008936788,0.48122220342648586,1.0,3.075340161455033,7.941586136545372,0.05301117422224897,0.01990079221127363,0.0364559832167613,Лимфоциты#_dinam_fact,LSTM on windows,1
2,1.0,-0.0674703015572441,0.5005153884583906,1.0,2.1616853252344668,5.037212579676781,0.6261460899796181,0.11137389419947569,0.3687599920895469,АСТ_dinam_fact,LSTM on windows,1
3,0.34886703412781317,-0.019411739912598286,0.16472764710760746,1.0,3.2176625921162962,4.40829724660388,0.9049164281306646,0.4550881166725623,0.6800022724016135,ЧСС_dinam_fact,LSTM on windows,1
4,0.6126947344924848,0.12475770396966177,0.3687262192310733,1.0,14.578895618061301,17.701149149890913,0.288425355554522,0.17839899768225564,0.2334121766183888,ЧДД_dinam_fact,LSTM on windows,1
5,0.756245220169654,0.30447120211993506,0.5303582111447945,1.0,3.2725369546555063,4.325937150693492,0.4766240059497726,0.17562610593159703,0.3261250559406848,Билирубин общий_dinam_fact,LSTM on windows,1
6,0.8254804512602125,0.45068739071512365,0.6380839209876681,1.0,3.3721255552907627,3.7362627422572947,0.44604786133844826,0.14703523551053393,0.2965415484244911,MPV- Средн.объем тромбоцитов_dinam_fact,LSTM on windows,1
7,0.5772158546865468,0.2675684738087476,0.4223921642476472,1.0,-18.810692121148534,16.63815274294391,0.6521420744420756,0.3963838726736686,0.5242629735578721,PCT- Тромбокрит_dinam_fact,LSTM on windows,1
8,0.6267989051497571,0.3213834312034306,0.47409116817659386,1.0,1.703221697949156,3.83733926000519,0.5968319308252968,0.32314481265972594,0.4599883717425114,Лимфоциты%_dinam_fact,LSTM on windows,1
9,0.9665039139025593,0.9049037214155324,0.9357038176590459,0.4073662595797604,0.22985976597947472,0.31861301277961757,0.12181609377049836,0.019020198335542818,0.07041814605302059,снижение_сознания_dinam_fact,LSTM on windows,1
10,0.3400566785026871,-0.062081505097025536,0.1389875867028308,0.8215981013932765,0.6491515091602682,0.7353748052767723,0.7295198192182863,0.47564479766663675,0.6025823084424615,Cтепень тяжести по КТ_dinam_fact,LSTM on windows,1
11,0.8364917535041638,0.10486226452343167,0.4706770090137977,1.0,-3.3094614069858146,7.728228969533873,0.5599645709356288,0.26511706285795056,0.4125408168967897,Лактатдегидрогеназа_dinam_fact,LSTM on windows,1
12,0.7162039051788465,0.483135651773132,0.5996697784759892,1.0,2.373044606422509,3.8908000647976495,0.3759123344998647,0.16664232557836,0.27127733003911236,PDW- Индекс расп.по объему тр._dinam_fact,LSTM on windows,1
13,0.8876802211287294,-0.237913221582283,0.32488349977322317,1.0,1.7005266724664443,5.023688521264306,0.2793432292005532,0.0315883765954036,0.1554658028979784,Температура_dinam_fact,LSTM on windows,2
14,1.0,-0.04616942555974812,0.5438502902281626,1.0,3.179724815285905,5.401890508810904,0.04396367868706711,0.012601252593009933,0.028282465640038522,Лимфоциты#_dinam_fact,LSTM on windows,2
15,1.0,-0.5310548017208262,0.3568677412222055,1.0,2.8918306751931433,4.259468741592064,0.9025250646084919,-0.0962529569224489,0.40313605384302154,АСТ_dinam_fact,LSTM on windows,2
16,0.9546802937773056,-0.16072522596183586,0.3969775339077348,1.0,2.3217677402854178,5.043529550598069,0.8860333292574412,0.10034520279910025,0.49318926602827073,ЧСС_dinam_fact,LSTM on windows,2
17,0.9574840673560124,0.15815923568239165,0.557821651519202,1.0,9.389658497566518,15.039511662239079,0.23366012112822276,0.022959166536338227,0.1283096438322805,ЧДД_dinam_fact,LSTM on windows,2
18,1.0,0.2873131911920801,0.6806868425081369,1.0,-4.202033292933319,8.841967310671984,0.5472921433126232,-0.00769565905759767,0.2697982421275128,Билирубин общий_dinam_fact,LSTM on windows,2
19,0.9461977397290181,0.4829416726948882,0.7145697062119531,1.0,2.4807154524080186,3.574692242353305,0.4109684498568609,0.03546807409903327,0.22321826197794709,MPV- Средн.объем тромбоцитов_dinam_fact,LSTM on windows,2
20,0.9013172547923505,0.3258390142150697,0.6135781345037101,1.0,-22.65042339786249,18.979361363125307,0.44165355099450526,0.07044238833173261,0.25604796966311894,PCT- Тромбокрит_dinam_fact,LSTM on windows,2
21,0.9158169409292586,0.32728825982897447,0.6215526003791165,1.0,1.0770474789671165,4.426518732152647,0.5141445857660588,0.10095587661345798,0.3075502311897584,Лимфоциты%_dinam_fact,LSTM on windows,2
22,0.9811160105497465,0.859297119379959,0.9202065649648528,0.7618348026706994,0.1243173161483862,0.44307605940954276,0.22976930760030995,-0.009047129839052884,0.11036108888062854,снижение_сознания_dinam_fact,LSTM on windows,2
23,0.7655252895917091,-0.047971313926141124,0.358776987832784,0.7163880263084625,0.3776860780875093,0.5470370521979859,0.630791335889471,0.11038763252149342,0.3705894842054822,Cтепень тяжести по КТ_dinam_fact,LSTM on windows,2
24,1.0,-0.07226149695956818,0.5070959795346703,1.0,0.49310107242076295,4.999315594905324,0.642156735844277,-0.04149197340172678,0.30033238122127515,Лактатдегидрогеназа_dinam_fact,LSTM on windows,2
25,0.879120584642777,0.5442041835914815,0.7116623841171292,1.0,1.7660274659255089,3.417353658590744,0.34510110477456457,0.05452799909975961,0.19981455193716208,PDW- Индекс расп.по объему тр._dinam_fact,LSTM on windows,2
26,1.0,-0.14928082687682565,0.4771514463917557,1.0,0.7904786970728512,3.043795875685269,0.3140193811394095,-0.07508230091205,0.11946854011367977,Температура_dinam_fact,LSTM on windows,3
27,1.0,-0.6058167404681908,0.3017107937061458,1.0,0.7405793230757083,3.4529314854283735,0.3787165796009159,-0.1392840920045199,0.11971624379819801,Лимфоциты#_dinam_fact,LSTM on windows,3
28,0.9866170843242308,0.19358937672469118,0.590103230524461,1.0,1.976585132815765,3.418623762030096,0.5022323391286676,0.10560046898268313,0.3039164040556754,АСТ_dinam_fact,LSTM on windows,3
29,1.0,-0.23822532124330092,0.4185469278526105,1.0,1.5107733024203434,3.569711409164106,1.0,-0.05794976347008163,0.5966486045153598,ЧСС_dinam_fact,LSTM on windows,3
30,1.0,0.3602372574855896,0.6980892435637266,1.0,6.805023642056176,12.541380923302373,0.18665349809811616,-0.0057774426728432055,0.09043802771263648,ЧДД_dinam_fact,LSTM on windows,3
31,1.0,0.26493365252683776,0.7351705216249693,1.0,-9.561505125442498,13.53867126899017,0.7484105835712846,-0.15088143639352047,0.2987645735888821,Билирубин общий_dinam_fact,LSTM on windows,3
32,1.0,0.5272762702881649,0.7689290015624417,1.0,2.04870924942193,3.6256657764627414,0.35921901128902045,-0.0201346668796335,0.16954217220469348,MPV- Средн.объем тромбоцитов_dinam_fact,LSTM on windows,3
33,0.9913605361679386,0.1963457312595841,0.5938531337137614,1.0,-29.738756652397548,21.659417181299613,0.4236433799334468,-0.014047230801787908,0.20479807456582944,PCT- Тромбокрит_dinam_fact,LSTM on windows,3
34,1.0,0.2269954210606171,0.6572766241109533,1.0,1.8310024032346908,4.112161059972536,0.5098729955144834,-0.040598036416842065,0.23463747954882067,Лимфоциты%_dinam_fact,LSTM on windows,3
35,1.0,0.8601623074066045,0.9362359461913818,0.7233663718928149,0.01613373636568327,0.3697500541292491,0.32491716894747774,-0.04992648892895596,0.1374953400092609,снижение_сознания_dinam_fact,LSTM on windows,3
